gender,age,income,ed,card,jobsat,union,polview
Male,64,69,15,Mastercard,Highly dissatisfied,No,Moderate
Male,53,83,15,Other,Neutral,Yes,Moderate
Female,19,21,14,American Express,Highly dissatisfied,No,Conservative
Male,69,60,16,Visa,Highly satisfied,Yes,Slightly liberal
Female,71,20,18,Visa,Neutral,No,Conservative
Male,25,29,16,American Express,Somewhat dissatisfied,Yes,Moderate
Female,75,48,11,Mastercard,Neutral,No,Slightly liberal
Female,39,38,18,Discover,Highly satisfied,No,Slightly conservative
Female,41,37,14,Discover,Neutral,No,Extremely liberal
Male,76,68,12,Discover,Highly satisfied,No,Slightly conservative
Female,53,88,20,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,21,44,15,Mastercard,Highly dissatisfied,No,Moderate
Female,54,90,14,Visa,Somewhat satisfied,No,Liberal
Male,47,29,10,Mastercard,Highly dissatisfied,No,Moderate
Female,50,35,11,American Express,Highly satisfied,No,Slightly conservative
Female,48,91,17,Visa,Somewhat satisfied,No,Moderate
Male,69,29,9,Discover,Highly satisfied,No,Moderate
Female,29,24,19,Discover,Neutral,No,Moderate
Female,35,49,19,Discover,Highly satisfied,No,Extremely liberal
Male,22,20,15,American Express,Highly dissatisfied,No,Slightly liberal
Female,51,68,8,Mastercard,Highly satisfied,No,Moderate
Female,69,72,14,Visa,Neutral,No,Moderate
Male,34,29,18,American Express,Somewhat satisfied,No,Moderate
Male,47,74,14,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,77,10,14,Visa,Highly satisfied,Yes,Conservative
Female,37,35,12,Visa,Neutral,No,Moderate
Male,75,68,23,Discover,Neutral,No,Slightly liberal
Female,52,33,13,Mastercard,Highly satisfied,No,Moderate
Female,25,16,15,American Express,Highly dissatisfied,No,Moderate
Male,46,63,12,Visa,Somewhat satisfied,Yes,Slightly liberal
Male,59,159,11,Other,Highly satisfied,Yes,Conservative
Female,33,37,17,Mastercard,Highly satisfied,Yes,Slightly conservative
Male,61,34,9,Visa,Highly dissatisfied,No,Slightly conservative
Female,75,15,11,American Express,Highly satisfied,No,Moderate
Female,35,30,15,Discover,Neutral,No,Slightly conservative
Female,41,42,11,Visa,Neutral,Yes,Slightly conservative
Male,37,28,11,Mastercard,Highly dissatisfied,No,Extremely liberal
Female,57,31,15,Mastercard,Neutral,Yes,Moderate
Male,39,53,13,Visa,Highly satisfied,No,Moderate
Female,60,59,14,Mastercard,Somewhat satisfied,No,Slightly conservative
Female,21,29,15,Visa,Somewhat dissatisfied,Yes,Slightly conservative
Male,22,21,12,Visa,Highly dissatisfied,No,Liberal
Female,65,41,15,American Express,Highly dissatisfied,No,Extremely liberal
Female,72,29,12,Mastercard,Highly satisfied,No,Conservative
Female,42,92,12,Mastercard,Highly satisfied,No,Conservative
Female,56,26,13,Discover,Highly dissatisfied,No,Conservative
Female,46,59,14,Mastercard,Somewhat satisfied,No,Moderate
Female,74,18,14,Mastercard,Somewhat dissatisfied,No,Conservative
Male,29,16,17,American Express,Neutral,No,Moderate
Female,25,22,19,Visa,Somewhat dissatisfied,No,Conservative
Female,18,16,13,Discover,Highly dissatisfied,No,Slightly liberal
Male,69,9,10,American Express,Neutral,No,Slightly conservative
Female,71,209,16,Mastercard,Neutral,No,Slightly conservative
Female,42,30,11,Visa,Somewhat dissatisfied,No,Moderate
Female,27,72,16,Visa,Neutral,Yes,Extremely conservative
Male,18,24,13,Mastercard,Highly dissatisfied,No,Conservative
Female,40,138,21,American Express,Somewhat satisfied,No,Slightly liberal
Male,24,15,12,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,54,108,21,Discover,Somewhat satisfied,No,Liberal
Female,63,87,20,American Express,Somewhat satisfied,Yes,Moderate
Male,24,42,18,Discover,Highly dissatisfied,No,Slightly liberal
Male,35,25,11,American Express,Somewhat dissatisfied,No,Conservative
Female,24,20,11,Discover,Neutral,No,Slightly conservative
Male,36,23,17,Visa,Somewhat dissatisfied,No,Liberal
Male,45,57,13,Discover,Neutral,Yes,Liberal
Female,45,32,12,Visa,Somewhat dissatisfied,No,Conservative
Male,52,140,13,American Express,Highly satisfied,No,Slightly conservative
Female,53,106,13,Mastercard,Highly satisfied,No,Moderate
Female,33,23,9,Discover,Highly satisfied,No,Moderate
Female,53,103,16,Discover,Highly satisfied,Yes,Slightly liberal
Female,42,45,10,American Express,Highly satisfied,No,Liberal
Female,25,23,17,Discover,Highly dissatisfied,No,Slightly liberal
Female,69,115,12,American Express,Highly satisfied,Yes,Slightly conservative
Male,77,53,12,Discover,Highly satisfied,No,Liberal
Female,49,66,14,Mastercard,Highly dissatisfied,No,Moderate
Female,70,74,10,Mastercard,Neutral,No,Moderate
Male,72,261,15,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,60,88,14,Visa,Somewhat satisfied,No,Moderate
Male,76,11,12,Discover,Somewhat satisfied,No,Slightly conservative
Male,38,54,13,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,22,20,17,American Express,Neutral,No,Conservative
Male,31,30,14,Visa,Somewhat satisfied,Yes,Conservative
Male,30,23,11,American Express,Neutral,Yes,Moderate
Female,75,22,10,Mastercard,Neutral,No,Conservative
Female,27,89,20,Visa,Somewhat dissatisfied,No,Conservative
Male,63,44,17,Discover,Somewhat satisfied,No,Conservative
Female,73,25,9,Mastercard,Somewhat satisfied,No,Moderate
Male,22,35,17,Discover,Highly dissatisfied,Yes,Conservative
Female,27,34,15,Discover,Somewhat satisfied,No,Slightly conservative
Male,72,12,13,Discover,Somewhat satisfied,No,Moderate
Male,44,35,14,Mastercard,Neutral,No,Moderate
Female,24,21,12,Visa,Somewhat satisfied,No,Conservative
Male,77,90,17,Discover,Neutral,No,Liberal
Female,19,17,14,Visa,Somewhat dissatisfied,No,Moderate
Female,47,46,10,Mastercard,Highly satisfied,No,Slightly liberal
Female,48,36,11,Discover,Somewhat satisfied,No,Slightly conservative
Female,34,47,19,Discover,Neutral,No,Slightly conservative
Male,59,32,15,Visa,Somewhat satisfied,No,Extremely conservative
Male,68,148,16,Discover,Highly satisfied,No,Slightly liberal
Male,28,37,11,Mastercard,Neutral,No,Conservative
Male,41,33,15,American Express,Neutral,No,Moderate
Female,69,48,15,Visa,Neutral,No,Moderate
Female,43,93,15,Discover,Somewhat dissatisfied,No,Conservative
Female,28,39,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,21,40,16,Other,Highly dissatisfied,No,Liberal
Female,19,13,14,American Express,Highly dissatisfied,No,Liberal
Female,38,52,13,Visa,Somewhat dissatisfied,No,Moderate
Female,23,22,12,Mastercard,Somewhat dissatisfied,Yes,Extremely conservative
Male,72,137,14,Mastercard,Highly satisfied,No,Liberal
Male,48,134,14,Discover,Highly satisfied,No,Moderate
Male,50,91,13,Discover,Somewhat dissatisfied,No,Moderate
Male,63,77,10,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,79,12,13,American Express,Somewhat dissatisfied,Yes,Slightly liberal
Female,61,46,15,Discover,Highly satisfied,No,Slightly liberal
Male,51,36,11,Visa,Neutral,No,Conservative
Male,35,29,14,Visa,Highly dissatisfied,No,Liberal
Female,31,31,12,American Express,Somewhat dissatisfied,No,Moderate
Female,44,41,16,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,31,156,21,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,63,37,8,Mastercard,Highly satisfied,Yes,Conservative
Female,52,41,11,Visa,Highly satisfied,No,Moderate
Male,39,37,19,American Express,Somewhat satisfied,No,Slightly conservative
Male,64,52,10,Mastercard,Highly satisfied,No,Slightly conservative
Male,35,19,12,Discover,Highly dissatisfied,Yes,Moderate
Female,22,20,17,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,21,16,11,Discover,Highly dissatisfied,No,Slightly liberal
Male,24,30,18,Discover,Neutral,No,Conservative
Male,34,45,13,Discover,Neutral,No,Slightly liberal
Male,61,22,19,American Express,Somewhat dissatisfied,No,Liberal
Female,62,68,15,Visa,Somewhat dissatisfied,Yes,Conservative
Male,68,69,14,Mastercard,Neutral,Yes,Extremely conservative
Male,78,28,16,Visa,Somewhat dissatisfied,No,Moderate
Female,39,64,13,Discover,Neutral,No,Moderate
Male,40,44,14,Discover,Highly dissatisfied,No,Slightly liberal
Female,51,27,14,Mastercard,Neutral,No,Slightly conservative
Female,63,14,10,Visa,Highly satisfied,No,Moderate
Male,78,16,7,Visa,Somewhat satisfied,No,Slightly conservative
Male,53,61,17,Mastercard,Somewhat dissatisfied,No,Liberal
Female,52,119,18,Discover,Highly satisfied,No,Extremely liberal
Male,52,67,10,Other,Somewhat satisfied,No,Moderate
Female,42,91,14,Discover,Somewhat satisfied,No,Conservative
Male,48,117,11,Visa,Somewhat dissatisfied,No,Liberal
Female,69,18,12,American Express,Somewhat satisfied,No,Liberal
Female,51,57,9,Discover,Neutral,No,Conservative
Male,53,40,14,Visa,Somewhat satisfied,No,Slightly liberal
Female,56,48,20,American Express,Somewhat satisfied,No,Moderate
Female,37,81,14,Discover,Neutral,Yes,Moderate
Male,18,25,13,Mastercard,Somewhat dissatisfied,No,Moderate
Male,52,85,11,American Express,Somewhat satisfied,No,Moderate
Male,21,20,12,Mastercard,Highly dissatisfied,Yes,Moderate
Female,64,133,8,Visa,Highly satisfied,No,Conservative
Male,23,28,12,American Express,Highly dissatisfied,Yes,Liberal
Male,40,33,15,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,72,88,10,Mastercard,Highly satisfied,No,Extremely conservative
Male,51,52,8,Visa,Somewhat satisfied,No,Moderate
Female,74,11,7,Visa,Neutral,No,Liberal
Female,73,130,20,American Express,Neutral,No,Moderate
Female,26,37,14,Discover,Neutral,No,Conservative
Female,38,33,12,Other,Highly dissatisfied,No,Liberal
Female,25,40,20,Discover,Somewhat dissatisfied,Yes,Moderate
Female,26,19,12,Visa,Neutral,No,Moderate
Male,22,44,16,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,70,9,13,Other,Somewhat satisfied,No,Slightly conservative
Male,44,123,17,Mastercard,Neutral,Yes,Liberal
Male,57,54,9,Other,Highly dissatisfied,No,Liberal
Male,29,137,20,American Express,Highly dissatisfied,No,Moderate
Male,29,35,16,Mastercard,Somewhat satisfied,No,Moderate
Female,45,38,12,Visa,Highly dissatisfied,No,Slightly liberal
Male,51,218,21,Discover,Somewhat dissatisfied,No,Liberal
Female,64,35,15,Mastercard,Neutral,No,Slightly liberal
Male,28,33,18,Discover,Somewhat dissatisfied,No,Liberal
Female,77,21,12,Mastercard,Highly satisfied,No,Liberal
Male,66,11,14,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,23,14,15,Other,Highly dissatisfied,No,Slightly liberal
Male,44,91,16,Discover,Neutral,No,Liberal
Male,75,20,11,Visa,Somewhat dissatisfied,No,Moderate
Female,56,102,12,Discover,Somewhat dissatisfied,No,Conservative
Male,35,66,15,Discover,Highly satisfied,No,Slightly liberal
Female,24,44,19,Visa,Highly dissatisfied,Yes,Extremely liberal
Female,35,44,18,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,59,67,19,Discover,Highly dissatisfied,No,Slightly conservative
Male,33,20,15,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Male,56,38,15,Discover,Somewhat satisfied,No,Slightly conservative
Female,56,76,20,Discover,Neutral,No,Liberal
Female,39,49,16,Mastercard,Somewhat dissatisfied,No,Moderate
Female,41,40,10,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,21,27,16,Visa,Neutral,No,Extremely liberal
Female,51,70,17,Visa,Somewhat dissatisfied,No,Conservative
Male,37,38,16,Mastercard,Somewhat satisfied,No,Conservative
Male,29,38,10,Mastercard,Neutral,No,Liberal
Female,78,15,8,Other,Neutral,Yes,Slightly conservative
Female,41,40,22,American Express,Somewhat satisfied,Yes,Extremely liberal
Male,46,44,16,Mastercard,Highly satisfied,Yes,Liberal
Female,43,73,20,Discover,Somewhat satisfied,No,Conservative
Female,71,10,10,Discover,Neutral,No,Conservative
Female,19,17,14,Mastercard,Highly dissatisfied,No,Liberal
Male,79,13,11,American Express,Neutral,Yes,Moderate
Female,74,167,13,Discover,Neutral,No,Slightly conservative
Female,44,43,13,Visa,Somewhat satisfied,No,Moderate
Female,42,80,20,Mastercard,Neutral,No,Moderate
Female,35,29,17,American Express,Somewhat satisfied,No,Moderate
Female,42,55,11,Other,Highly dissatisfied,No,Moderate
Male,48,116,11,Discover,Somewhat satisfied,No,Moderate
Female,55,9,12,Mastercard,Somewhat dissatisfied,Yes,Moderate
Male,60,75,16,American Express,Neutral,No,Slightly liberal
Male,52,70,20,Mastercard,Highly dissatisfied,No,Slightly liberal
Male,55,89,12,Discover,Highly satisfied,No,Conservative
Male,35,34,14,Mastercard,Somewhat satisfied,No,Slightly liberal
Male,64,10,18,Visa,Somewhat satisfied,No,Slightly liberal
Female,27,38,16,Visa,Neutral,No,Moderate
Female,79,10,13,Mastercard,Highly dissatisfied,No,Conservative
Male,42,92,17,American Express,Somewhat satisfied,No,Moderate
Female,57,234,20,American Express,Somewhat satisfied,No,Conservative
Female,27,27,20,Mastercard,Highly dissatisfied,No,Liberal
Female,26,16,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,76,16,7,Mastercard,Somewhat satisfied,Yes,Conservative
Male,27,29,17,Discover,Highly dissatisfied,No,Liberal
Male,66,179,19,American Express,Somewhat dissatisfied,Yes,Moderate
Male,19,18,14,American Express,Highly dissatisfied,No,Moderate
Male,36,29,9,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,39,80,13,American Express,Somewhat dissatisfied,No,Moderate
Male,63,10,19,Discover,Somewhat dissatisfied,No,Slightly liberal
Male,30,28,11,Discover,Somewhat dissatisfied,Yes,Moderate
Female,59,67,13,Discover,Somewhat dissatisfied,No,Moderate
Male,45,68,15,Discover,Highly satisfied,No,Conservative
Female,20,30,15,American Express,Somewhat dissatisfied,No,Slightly conservative
Male,33,28,10,Visa,Highly dissatisfied,No,Conservative
Female,73,44,15,Mastercard,Somewhat dissatisfied,No,Moderate
Male,24,19,12,American Express,Highly dissatisfied,No,Conservative
Female,70,179,16,Discover,Highly satisfied,No,Slightly conservative
Male,73,12,17,Mastercard,Highly satisfied,No,Extremely liberal
Male,29,29,19,American Express,Somewhat dissatisfied,No,Moderate
Female,57,166,11,Other,Highly satisfied,Yes,Moderate
Male,51,40,12,Mastercard,Neutral,No,Moderate
Male,76,18,15,Mastercard,Neutral,No,Liberal
Female,53,27,13,Mastercard,Neutral,No,Moderate
Female,78,17,10,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,48,36,21,Discover,Neutral,Yes,Slightly liberal
Male,65,9,14,American Express,Highly dissatisfied,No,Slightly conservative
Male,54,168,16,Visa,Highly satisfied,No,Slightly liberal
Male,41,37,13,Mastercard,Neutral,No,Liberal
Female,61,80,9,Discover,Neutral,No,Liberal
Male,21,18,16,Mastercard,Highly dissatisfied,No,Conservative
Female,65,115,16,Discover,Somewhat satisfied,Yes,Slightly conservative
Female,31,28,9,Other,Neutral,No,Slightly conservative
Female,18,15,12,Other,Somewhat dissatisfied,No,Slightly conservative
Male,53,59,16,Visa,Somewhat satisfied,No,Moderate
Male,79,10,11,American Express,Highly satisfied,Yes,Slightly liberal
Male,34,65,17,Discover,Somewhat dissatisfied,No,Conservative
Male,63,109,14,Mastercard,Somewhat dissatisfied,No,Moderate
Female,51,99,14,Discover,Highly satisfied,No,Slightly conservative
Female,32,49,15,Discover,Somewhat satisfied,No,Slightly conservative
Male,36,27,11,Visa,Neutral,No,Slightly liberal
Male,60,22,10,Mastercard,Highly satisfied,No,Moderate
Male,45,35,14,Visa,Highly dissatisfied,No,Slightly conservative
Male,47,90,17,American Express,Neutral,No,Moderate
Female,72,25,19,Visa,Somewhat satisfied,No,Moderate
Male,48,24,17,American Express,Highly dissatisfied,No,Conservative
Female,35,81,19,Discover,Neutral,Yes,Slightly liberal
Female,71,295,14,Discover,Somewhat satisfied,No,Moderate
Male,34,24,14,Visa,Somewhat satisfied,No,Conservative
Female,79,14,19,American Express,Neutral,No,Conservative
Male,56,26,15,American Express,Somewhat dissatisfied,No,Slightly conservative
Female,65,70,14,Mastercard,Somewhat dissatisfied,No,Conservative
Female,54,58,12,Discover,Somewhat satisfied,No,Slightly conservative
Female,31,25,19,Discover,Somewhat dissatisfied,No,Extremely liberal
Female,64,58,13,Discover,Somewhat satisfied,No,Moderate
Male,37,51,9,American Express,Somewhat satisfied,No,Slightly liberal
Female,48,68,13,Discover,Highly satisfied,No,Slightly conservative
Female,68,18,16,Discover,Highly satisfied,No,Slightly conservative
Male,20,24,13,Mastercard,Highly dissatisfied,No,Moderate
Female,43,45,14,Discover,Highly dissatisfied,No,Slightly conservative
Male,45,112,16,Discover,Somewhat satisfied,No,Extremely conservative
Male,26,19,8,Discover,Somewhat satisfied,No,Moderate
Female,28,23,8,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,68,37,10,Visa,Highly satisfied,No,Extremely liberal
Male,19,29,14,American Express,Somewhat dissatisfied,Yes,Slightly liberal
Male,63,15,12,Visa,Highly satisfied,No,Liberal
Female,71,93,11,Visa,Highly satisfied,No,Slightly conservative
Female,30,49,15,Discover,Somewhat dissatisfied,No,Slightly liberal
Male,46,84,17,Discover,Somewhat dissatisfied,Yes,Moderate
Male,33,31,12,Discover,Somewhat satisfied,Yes,Conservative
Female,59,36,14,Visa,Somewhat satisfied,Yes,Liberal
Male,18,23,13,Mastercard,Neutral,No,Liberal
Female,23,18,12,Other,Highly dissatisfied,No,Slightly conservative
Male,66,51,15,American Express,Highly satisfied,No,Moderate
Male,56,47,16,Discover,Highly satisfied,No,Moderate
Female,31,18,14,Visa,Somewhat dissatisfied,No,Moderate
Female,50,93,18,Mastercard,Highly satisfied,No,Extremely liberal
Female,23,18,18,Discover,Highly dissatisfied,No,Moderate
Male,19,16,11,Visa,Highly dissatisfied,No,Slightly liberal
Male,55,29,11,Visa,Somewhat satisfied,Yes,Conservative
Male,21,14,16,Visa,Somewhat dissatisfied,No,Slightly liberal
Female,29,18,21,Mastercard,Highly dissatisfied,No,Moderate
Male,34,31,17,Mastercard,Somewhat satisfied,Yes,Slightly conservative
Male,58,82,14,American Express,Somewhat satisfied,No,Conservative
Female,41,33,11,Visa,Neutral,No,Conservative
Female,66,293,15,Visa,Somewhat satisfied,No,Extremely conservative
